0
node02
0
Sat Nov 18 16:59:14 2023       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 530.30.02              Driver Version: 530.30.02    CUDA Version: 12.1     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                  Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf            Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA GeForce RTX 3090         On | 00000000:81:00.0 Off |                  N/A |
| 37%   26C    P8               18W / 350W|      1MiB / 24576MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|  No running processes found                                                           |
+---------------------------------------------------------------------------------------+
Optimizing ./output/ilsh_00
Output folder: ./output/ilsh_00 [18/11 16:59:17]
Tensorboard not available: not logging progress [18/11 16:59:17]
Found transforms_train.json file, assuming Blender data set! [18/11 16:59:17]
Reading Training Transforms [18/11 16:59:17]
Reading Test Transforms [18/11 16:59:37]
Generating random point cloud (100000)... [18/11 16:59:39]
Loading Training Cameras [18/11 16:59:39]
[ INFO ] Encountered quite large input images (>1.6K pixels width), rescaling to 1.6K.
 If this is not desired, please explicitly specify '--resolution/-r' as 1 [18/11 16:59:39]
Loading Test Cameras [18/11 16:59:45]
Number of points at initialisation :  100000 [18/11 16:59:45]
Training progress:   0%|          | 0/30000 [00:00<?, ?it/s]
Training progress:  23%|██▎       | 6980/30000 [09:18<34:00, 11.28it/s, Loss=0.0433061]
Training progress:  23%|██▎       | 6990/30000 [09:18<34:08, 11.24it/s, Loss=0.0433061]
Training progress:  23%|██▎       | 6990/30000 [09:19<34:08, 11.24it/s, Loss=0.0430653]
Training progress:  23%|██▎       | 7000/30000 [09:19<33:46, 11.35it/s, Loss=0.0430653]
Training progress:  23%|██▎       | 7000/30000 [09:26<33:46, 11.35it/s, Loss=0.0436946]
Training progress:  23%|██▎       | 7010/30000 [09:26<1:44:31,  3.67it/s, Loss=0.0436946]
Training progress:  23%|██▎       | 7010/30000 [09:27<1:44:31,  3.67it/s, Loss=0.0478157]
Training progress:  23%|██▎       | 7020/30000 [09:27<1:23:13,  4.60it/s, Loss=0.0478157]
Training progress:  23%|██▎       | 7020/30000 [09:28<1:23:13,  4.60it/s, Loss=0.0389312]
Training progress:  23%|██▎       | 7030/30000 [09:28<1:08:34,  5.58it/s, Loss=0.0389312]
Training progress:  23%|██▎       | 7030/30000 [09:29<1:08:34,  5.58it/s, Loss=0.0440760]
Training progress:  23%|██▎       | 7040/30000 [09:29<58:05,  6.59it/s, Loss=0.0440760]  
Training progress:  23%|██▎       | 7040/30000 [09:29<58:05,  6.59it/s, Loss=0.0403922]
Training progress:  24%|██▎       | 7050/30000 [09:29<51:00,  7.50it/s, Loss=0.0403922]
Training progress:  24%|██▎       | 7050/30000 [09:30<51:00,  7.50it/s, Loss=0.0452554]
Training progress:  24%|██▎       | 7060/30000 [09:30<45:37,  8.38it/s, Loss=0.0452554]
Training progress:  24%|██▎       | 7060/30000 [09:31<45:37,  8.38it/s, Loss=0.0438657]
Training progress:  24%|██▎       | 7070/30000 [09:31<42:01,  9.09it/s, Loss=0.0438657]
Training progress:  24%|██▎       | 7070/30000 [09:32<42:01,  9.09it/s, Loss=0.0419982]
Training progress:  24%|██▎       | 7080/30000 [09:32<39:35,  9.65it/s, Loss=0.0419982]
Training progress:  24%|██▎       | 7080/30000 [09:33<39:35,  9.65it/s, Loss=0.0400823]
Training progress:  24%|██▎       | 7090/30000 [09:33<37:58, 10.05it/s, Loss=0.0400823]
Training progress:  24%|██▎       | 7090/30000 [09:34<37:58, 10.05it/s, Loss=0.0408186]
Training progress:  24%|██▎       | 7100/30000 [09:34<36:34, 10.44it/s, Loss=0.0408186]
Training progress:  24%|██▎       | 7100/30000 [09:35<36:34, 10.44it/s, Loss=0.0374197]
Training progress:  24%|██▎       | 7110/30000 [09:35<36:30, 10.45it/s, Loss=0.0374197]
Training progress:  24%|██▎       | 7110/30000 [09:36<36:30, 10.45it/s, Loss=0.0395559]
Training progress:  24%|██▎       | 7120/30000 [09:36<35:46, 10.66it/s, Loss=0.0395559]
Training progress:  24%|██▎       | 7120/30000 [09:37<35:46, 10.66it/s, Loss=0.0391251]
Training progress:  24%|██▍       | 7130/30000 [09:37<35:16, 10.81it/s, Loss=0.0391251]
Training progress:  24%|██▍       | 7130/30000 [09:38<35:16, 10.81it/s, Loss=0.0442093]
Training progress:  24%|██▍       | 7140/30000 [09:38<35:03, 10.87it/s, Loss=0.0442093]
Training progress:  24%|██▍       | 7140/30000 [09:38<35:03, 10.87it/s, Loss=0.0418252]
Training progress:  24%|██▍       | 7150/30000 [09:38<34:43, 10.97it/s, Loss=0.0418252]
Training progress:  24%|██▍       | 7150/30000 [09:39<34:43, 10.97it/s, Loss=0.0301843]
Training progress:  24%|██▍       | 7160/30000 [09:39<34:36, 11.00it/s, Loss=0.0301843]
Training progress:  24%|██▍       | 7160/30000 [09:40<34:36, 11.00it/s, Loss=0.0416237]
Training progress:  24%|██▍       | 7170/30000 [09:40<34:20, 11.08it/s, Loss=0.0416237]
Training progress:  24%|██▍       | 7170/30000 [09:41<34:20, 11.08it/s, Loss=0.0387863]
Training progress:  24%|██▍       | 7180/30000 [09:41<34:23, 11.06it/s, Loss=0.0387863]
Training progress:  24%|██▍       | 7180/30000 [09:42<34:23, 11.06it/s, Loss=0.0414790]
Training progress:  24%|██▍       | 7190/30000 [09:42<34:11, 11.12it/s, Loss=0.0414790]
Training progress:  24%|██▍       | 7190/30000 [09:43<34:11, 11.12it/s, Loss=0.0361039]
Training progress:  24%|██▍       | 7200/30000 [09:43<34:04, 11.15it/s, Loss=0.0361039]
Training progress:  24%|██▍       | 7200/30000 [09:44<34:04, 11.15it/s, Loss=0.0436783]
Training progress:  24%|██▍       | 7210/30000 [09:44<34:34, 10.99it/s, Loss=0.0436783]
Training progress:  24%|██▍       | 7210/30000 [09:45<34:34, 10.99it/s, Loss=0.0372553]
Training progress:  24%|██▍       | 7220/30000 [09:45<34:31, 11.00it/s, Loss=0.0372553]
Training progress:  24%|██▍       | 7220/30000 [09:46<34:31, 11.00it/s, Loss=0.0455603]
Training progress:  24%|██▍       | 7230/30000 [09:46<34:26, 11.02it/s, Loss=0.0455603]
Training progress:  24%|██▍       | 7230/30000 [09:47<34:26, 11.02it/s, Loss=0.0410018]
Training progress:  24%|██▍       | 7240/30000 [09:47<34:11, 11.09it/s, Loss=0.0410018]
Training progress:  24%|██▍       | 7240/30000 [09:47<34:11, 11.09it/s, Loss=0.0394620]
Training progress:  24%|██▍       | 7250/30000 [09:47<33:55, 11.18it/s, Loss=0.0394620]
Training progress:  24%|██▍       | 7250/30000 [09:48<33:55, 11.18it/s, Loss=0.0403642]
Training progress:  24%|██▍       | 7260/30000 [09:48<34:11, 11.09it/s, Loss=0.0403642]
Training progress:  24%|██▍       | 7260/30000 [09:49<34:11, 11.09it/s, Loss=0.0398643]
Training progress:  24%|██▍       | 7270/30000 [09:49<34:20, 11.03it/s, Loss=0.0398643]
Training progress:  24%|██▍       | 7270/30000 [09:50<34:20, 11.03it/s, Loss=0.0376381]
Training progress:  24%|██▍       | 7280/30000 [09:50<33:59, 11.14it/s, Loss=0.0376381]
Training progress:  24%|██▍       | 7280/30000 [09:51<33:59, 11.14it/s, Loss=0.0387302]
Training progress:  24%|██▍       | 7290/30000 [09:51<33:49, 11.19it/s, Loss=0.0387302]
Training progress:  24%|██▍       | 7290/30000 [09:52<33:49, 11.19it/s, Loss=0.0394256]
Training progress:  24%|██▍       | 7300/30000 [09:52<34:00, 11.13it/s, Loss=0.0394256]
Training progress:  24%|██▍       | 7300/30000 [09:53<34:00, 11.13it/s, Loss=0.0476838]
Training progress:  24%|██▍       | 7310/30000 [09:53<34:44, 10.88it/s, Loss=0.0476838]
Training progress:  24%|██▍       | 7310/30000 [09:54<34:44, 10.88it/s, Loss=0.0354770]
Training progress:  24%|██▍       | 7320/30000 [09:54<34:31, 10.95it/s, Loss=0.0354770]
Training progress:  24%|██▍       | 7320/30000 [09:55<34:31, 10.95it/s, Loss=0.0470345]
Training progress:  24%|██▍       | 7330/30000 [09:55<34:26, 10.97it/s, Loss=0.0470345]
Training progress:  24%|██▍       | 7330/30000 [09:56<34:26, 10.97it/s, Loss=0.0408598]
Training progress:  24%|██▍       | 7340/30000 [09:56<34:20, 11.00it/s, Loss=0.0408598]
Training progress:  24%|██▍       | 7340/30000 [09:57<34:20, 11.00it/s, Loss=0.0444421]
Training progress:  24%|██▍       | 7350/30000 [09:57<34:15, 11.02it/s, Loss=0.0444421]
Training progress:  24%|██▍       | 7350/30000 [09:57<34:15, 11.02it/s, Loss=0.0397946]
Training progress:  25%|██▍       | 7360/30000 [09:57<34:14, 11.02it/s, Loss=0.0397946]
Training progress:  25%|██▍       | 7360/30000 [09:58<34:14, 11.02it/s, Loss=0.0440246]
Training progress:  25%|██▍       | 7370/30000 [09:58<34:08, 11.04it/s, Loss=0.0440246]
Training progress:  25%|██▍       | 7370/30000 [09:59<34:08, 11.04it/s, Loss=0.0446856]
Training progress:  25%|██▍       | 7380/30000 [09:59<33:49, 11.14it/s, Loss=0.0446856]
Training progress:  25%|██▍       | 7380/30000 [10:00<33:49, 11.14it/s, Loss=0.0376424]
Training progress:  25%|██▍       | 7390/30000 [10:00<34:05, 11.05it/s, Loss=0.0376424]
Training progress:  25%|██▍       | 7390/30000 [10:01<34:05, 11.05it/s, Loss=0.0290554]
Training progress:  25%|██▍       | 7400/30000 [10:01<34:19, 10.98it/s, Loss=0.0290554]
Training progress:  25%|██▍       | 7400/30000 [10:02<34:19, 10.98it/s, Loss=0.0424300]
Training progress:  25%|██▍       | 7410/30000 [10:02<34:41, 10.85it/s, Loss=0.0424300]
Training progress:  25%|██▍       | 7410/30000 [10:03<34:41, 10.85it/s, Loss=0.0439423]
Training progress:  25%|██▍       | 7420/30000 [10:03<34:18, 10.97it/s, Loss=0.0439423]
Training progress:  25%|██▍       | 7420/30000 [10:04<34:18, 10.97it/s, Loss=0.0389074]
Training progress:  25%|██▍       | 7430/30000 [10:04<34:21, 10.95it/s, Loss=0.0389074]
Training progress:  25%|██▍       | 7430/30000 [10:05<34:21, 10.95it/s, Loss=0.0404592]
Training progress:  25%|██▍       | 7440/30000 [10:05<34:09, 11.01it/s, Loss=0.0404592]
Training progress:  25%|██▍       | 7440/30000 [10:06<34:09, 11.01it/s, Loss=0.0425621]
Training progress:  25%|██▍       | 7450/30000 [10:06<34:03, 11.04it/s, Loss=0.0425621]
Training progress:  25%|██▍       | 7450/30000 [10:06<34:03, 11.04it/s, Loss=0.0423407]
Training progress:  25%|██▍       | 7460/30000 [10:06<34:00, 11.05it/s, Loss=0.0423407]
Training progress:  25%|██▍       | 7460/30000 [10:07<34:00, 11.05it/s, Loss=0.0314082]
Training progress:  25%|██▍       | 7470/30000 [10:07<34:03, 11.02it/s, Loss=0.0314082]
Training progress:  25%|██▍       | 7470/30000 [10:08<34:03, 11.02it/s, Loss=0.0464276]
Training progress:  25%|██▍       | 7480/30000 [10:08<33:58, 11.05it/s, Loss=0.0464276]
Training progress:  25%|██▍       | 7480/30000 [10:09<33:58, 11.05it/s, Loss=0.0293199]
Training progress:  25%|██▍       | 7490/30000 [10:09<33:56, 11.05it/s, Loss=0.0293199]
Training progress:  25%|██▍       | 7490/30000 [10:10<33:56, 11.05it/s, Loss=0.0374134]
Training progress:  25%|██▌       | 7500/30000 [10:10<33:50, 11.08it/s, Loss=0.0374134]
Training progress:  25%|██▌       | 7500/30000 [10:11<33:50, 11.08it/s, Loss=0.0425150]
Training progress:  25%|██▌       | 7510/30000 [10:11<34:26, 10.88it/s, Loss=0.0425150]
Training progress:  25%|██▌       | 7510/30000 [10:12<34:26, 10.88it/s, Loss=0.0381372]
Training progress:  25%|██▌       | 7520/30000 [10:12<34:15, 10.94it/s, Loss=0.0381372]
Training progress:  25%|██▌       | 7520/30000 [10:13<34:15, 10.94it/s, Loss=0.0413073]
Training progress:  25%|██▌       | 7530/30000 [10:13<34:11, 10.95it/s, Loss=0.0413073]
Training progress:  25%|██▌       | 7530/30000 [10:14<34:11, 10.95it/s, Loss=0.0383228]
Training progress:  25%|██▌       | 7540/30000 [10:14<34:14, 10.93it/s, Loss=0.0383228]
Training progress:  25%|██▌       | 7540/30000 [10:15<34:14, 10.93it/s, Loss=0.0448012]
Training progress:  25%|██▌       | 7550/30000 [10:15<34:04, 10.98it/s, Loss=0.0448012]
Training progress:  25%|██▌       | 7550/30000 [10:16<34:04, 10.98it/s, Loss=0.0388144]
Training progress:  25%|██▌       | 7560/30000 [10:16<34:06, 10.96it/s, Loss=0.0388144]
Training progress:  25%|██▌       | 7560/30000 [10:17<34:06, 10.96it/s, Loss=0.0337961]
Training progress:  25%|██▌       | 7570/30000 [10:17<33:58, 11.00it/s, Loss=0.0337961]
Training progress:  25%|██▌       | 7570/30000 [10:17<33:58, 11.00it/s, Loss=0.0438682]
Training progress:  25%|██▌       | 7580/30000 [10:17<33:45, 11.07it/s, Loss=0.0438682]
Training progress:  25%|██▌       | 7580/30000 [10:18<33:45, 11.07it/s, Loss=0.0358865]
Training progress:  25%|██▌       | 7590/30000 [10:18<33:58, 10.99it/s, Loss=0.0358865]
Training progress:  25%|██▌       | 7590/30000 [10:19<33:58, 10.99it/s, Loss=0.0379139]
Training progress:  25%|██▌       | 7600/30000 [10:19<33:54, 11.01it/s, Loss=0.0379139]
Training progress:  25%|██▌       | 7600/30000 [10:20<33:54, 11.01it/s, Loss=0.0396580]
Training progress:  25%|██▌       | 7610/30000 [10:20<34:21, 10.86it/s, Loss=0.0396580]
Training progress:  25%|██▌       | 7610/30000 [10:21<34:21, 10.86it/s, Loss=0.0370364]
Training progress:  25%|██▌       | 7620/30000 [10:21<34:20, 10.86it/s, Loss=0.0370364]
Training progress:  25%|██▌       | 7620/30000 [10:22<34:20, 10.86it/s, Loss=0.0449140]
Training progress:  25%|██▌       | 7630/30000 [10:22<34:26, 10.82it/s, Loss=0.0449140]
Training progress:  25%|██▌       | 7630/30000 [10:23<34:26, 10.82it/s, Loss=0.0421682]
Training progress:  25%|██▌       | 7640/30000 [10:23<34:14, 10.89it/s, Loss=0.0421682]
Training progress:  25%|██▌       | 7640/30000 [10:24<34:14, 10.89it/s, Loss=0.0410337]
Training progress:  26%|██▌       | 7650/30000 [10:24<34:16, 10.87it/s, Loss=0.0410337]
Training progress:  26%|██▌       | 7650/30000 [10:25<34:16, 10.87it/s, Loss=0.0423751]
Training progress:  26%|██▌       | 7660/30000 [10:25<33:55, 10.97it/s, Loss=0.0423751]
Training progress:  26%|██▌       | 7660/30000 [10:26<33:55, 10.97it/s, Loss=0.0348209]
Training progress:  26%|██▌       | 7670/30000 [10:26<33:47, 11.01it/s, Loss=0.0348209]
Training progress:  26%|██▌       | 7670/30000 [10:27<33:47, 11.01it/s, Loss=0.0321920]
Training progress:  26%|██▌       | 7680/30000 [10:27<34:07, 10.90it/s, Loss=0.0321920]
Training progress:  26%|██▌       | 7680/30000 [10:27<34:07, 10.90it/s, Loss=0.0406083]
Training progress:  26%|██▌       | 7690/30000 [10:28<33:59, 10.94it/s, Loss=0.0406083]
Training progress:  26%|██▌       | 7690/30000 [10:28<33:59, 10.94it/s, Loss=0.0416807]
Training progress:  26%|██▌       | 7700/30000 [10:28<33:50, 10.98it/s, Loss=0.0416807]
Training progress:  26%|██▌       | 7700/30000 [10:29<33:50, 10.98it/s, Loss=0.0434957]
Training progress:  26%|██▌       | 7710/30000 [10:29<34:17, 10.83it/s, Loss=0.0434957]
Training progress:  26%|██▌       | 7710/30000 [10:30<34:17, 10.83it/s, Loss=0.0399377]
Training progress:  26%|██▌       | 7720/30000 [10:30<34:20, 10.81it/s, Loss=0.0399377]
Training progress:  26%|██▌       | 7720/30000 [10:31<34:20, 10.81it/s, Loss=0.0503916]
Training progress:  26%|██▌       | 7730/30000 [10:31<34:11, 10.86it/s, Loss=0.0503916]
Training progress:  26%|██▌       | 7730/30000 [10:32<34:11, 10.86it/s, Loss=0.0310051]
Training progress:  26%|██▌       | 7740/30000 [10:32<34:06, 10.88it/s, Loss=0.0310051]
Training progress:  26%|██▌       | 7740/30000 [10:33<34:06, 10.88it/s, Loss=0.0450464]
Training progress:  26%|██▌       | 7750/30000 [10:33<33:59, 10.91it/s, Loss=0.0450464]
Training progress:  26%|██▌       | 7750/30000 [10:34<33:59, 10.91it/s, Loss=0.0396185]
Training progress:  26%|██▌       | 7760/30000 [10:34<34:08, 10.86it/s, Loss=0.0396185]
Training progress:  26%|██▌       | 7760/30000 [10:35<34:08, 10.86it/s, Loss=0.0356508]
Training progress:  26%|██▌       | 7770/30000 [10:35<34:13, 10.83it/s, Loss=0.0356508]
Training progress:  26%|██▌       | 7770/30000 [10:36<34:13, 10.83it/s, Loss=0.0420401]
Training progress:  26%|██▌       | 7780/30000 [10:36<34:22, 10.77it/s, Loss=0.0420401]
Training progress:  26%|██▌       | 7780/30000 [10:37<34:22, 10.77it/s, Loss=0.0394106]
Training progress:  26%|██▌       | 7790/30000 [10:37<33:51, 10.93it/s, Loss=0.0394106]
Training progress:  26%|██▌       | 7790/30000 [10:38<33:51, 10.93it/s, Loss=0.0384098]
Training progress:  26%|██▌       | 7800/30000 [10:38<33:37, 11.00it/s, Loss=0.0384098]
Training progress:  26%|██▌       | 7800/30000 [10:39<33:37, 11.00it/s, Loss=0.0404236]
Training progress:  26%|██▌       | 7810/30000 [10:39<34:31, 10.71it/s, Loss=0.0404236]
Training progress:  26%|██▌       | 7810/30000 [10:40<34:31, 10.71it/s, Loss=0.0369457]
Training progress:  26%|██▌       | 7820/30000 [10:40<34:25, 10.74it/s, Loss=0.0369457]
Training progress:  26%|██▌       | 7820/30000 [10:40<34:25, 10.74it/s, Loss=0.0368982]
Training progress:  26%|██▌       | 7830/30000 [10:40<34:18, 10.77it/s, Loss=0.0368982]
Training progress:  26%|██▌       | 7830/30000 [10:41<34:18, 10.77it/s, Loss=0.0431048]
Training progress:  26%|██▌       | 7840/30000 [10:41<34:24, 10.74it/s, Loss=0.0431048]
Training progress:  26%|██▌       | 7840/30000 [10:42<34:24, 10.74it/s, Loss=0.0333633]
Training progress:  26%|██▌       | 7850/30000 [10:42<34:16, 10.77it/s, Loss=0.0333633]
Training progress:  26%|██▌       | 7850/30000 [10:43<34:16, 10.77it/s, Loss=0.0369295]
Training progress:  26%|██▌       | 7860/30000 [10:43<34:14, 10.78it/s, Loss=0.0369295]
Training progress:  26%|██▌       | 7860/30000 [10:44<34:14, 10.78it/s, Loss=0.0396186]
Training progress:  26%|██▌       | 7870/30000 [10:44<34:13, 10.78it/s, Loss=0.0396186]
Training progress:  26%|██▌       | 7870/30000 [10:45<34:13, 10.78it/s, Loss=0.0406925]
Training progress:  26%|██▋       | 7880/30000 [10:45<33:54, 10.87it/s, Loss=0.0406925]
Training progress:  26%|██▋       | 7880/30000 [10:46<33:54, 10.87it/s, Loss=0.0365146]
Training progress:  26%|██▋       | 7890/30000 [10:46<34:08, 10.79it/s, Loss=0.0365146]
Training progress:  26%|██▋       | 7890/30000 [10:47<34:08, 10.79it/s, Loss=0.0422209]
Training progress:  26%|██▋       | 7900/30000 [10:47<33:58, 10.84it/s, Loss=0.0422209]
Training progress:  26%|██▋       | 7900/30000 [10:48<33:58, 10.84it/s, Loss=0.0433447]
Training progress:  26%|██▋       | 7910/30000 [10:48<34:32, 10.66it/s, Loss=0.0433447]
Training progress:  26%|██▋       | 7910/30000 [10:49<34:32, 10.66it/s, Loss=0.0306928]
Training progress:  26%|██▋       | 7920/30000 [10:49<34:28, 10.67it/s, Loss=0.0306928]
Training progress:  26%|██▋       | 7920/30000 [10:50<34:28, 10.67it/s, Loss=0.0384934]
Training progress:  26%|██▋       | 7930/30000 [10:50<34:19, 10.72it/s, Loss=0.0384934]
Training progress:  26%|██▋       | 7930/30000 [10:51<34:19, 10.72it/s, Loss=0.0406462]
Training progress:  26%|██▋       | 7940/30000 [10:51<34:10, 10.76it/s, Loss=0.0406462]
Training progress:  26%|██▋       | 7940/30000 [10:52<34:10, 10.76it/s, Loss=0.0470967]
Training progress:  26%|██▋       | 7950/30000 [10:52<34:19, 10.71it/s, Loss=0.0470967]
Training progress:  26%|██▋       | 7950/30000 [10:53<34:19, 10.71it/s, Loss=0.0346520]
Training progress:  27%|██▋       | 7960/30000 [10:53<33:59, 10.81it/s, Loss=0.0346520]
Training progress:  27%|██▋       | 7960/30000 [10:53<33:59, 10.81it/s, Loss=0.0372806]
Training progress:  27%|██▋       | 7970/30000 [10:53<34:18, 10.70it/s, Loss=0.0372806]
Training progress:  27%|██▋       | 7970/30000 [10:54<34:18, 10.70it/s, Loss=0.0390567]
Training progress:  27%|██▋       | 7980/30000 [10:54<34:17, 10.70it/s, Loss=0.0390567]
Training progress:  27%|██▋       | 7980/30000 [10:55<34:17, 10.70it/s, Loss=0.0451341]
Training progress:  27%|██▋       | 7990/30000 [10:55<33:56, 10.81it/s, Loss=0.0451341]
Training progress:  27%|██▋       | 7990/30000 [10:56<33:56, 10.81it/s, Loss=0.0362171]
Training progress:  27%|██▋       | 8000/30000 [10:56<33:54, 10.81it/s, Loss=0.0362171]
Training progress:  27%|██▋       | 8000/30000 [10:57<33:54, 10.81it/s, Loss=0.0450629]
Training progress:  27%|██▋       | 8010/30000 [10:57<34:28, 10.63it/s, Loss=0.0450629]
Training progress:  27%|██▋       | 8010/30000 [10:58<34:28, 10.63it/s, Loss=0.0348702]
Training progress:  27%|██▋       | 8020/30000 [10:58<34:34, 10.60it/s, Loss=0.0348702]
Training progress:  27%|██▋       | 8020/30000 [10:59<34:34, 10.60it/s, Loss=0.0409208]
Training progress:  27%|██▋       | 8030/30000 [10:59<34:20, 10.66it/s, Loss=0.0409208]
Training progress:  27%|██▋       | 8030/30000 [11:00<34:20, 10.66it/s, Loss=0.0360962]
Training progress:  27%|██▋       | 8040/30000 [11:00<34:18, 10.67it/s, Loss=0.0360962]
Training progress:  27%|██▋       | 8040/30000 [11:01<34:18, 10.67it/s, Loss=0.0430117]
Training progress:  27%|██▋       | 8050/30000 [11:01<34:16, 10.68it/s, Loss=0.0430117]
Training progress:  27%|██▋       | 8050/30000 [11:02<34:16, 10.68it/s, Loss=0.0415382]
Training progress:  27%|██▋       | 8060/30000 [11:02<34:13, 10.69it/s, Loss=0.0415382]
Training progress:  27%|██▋       | 8060/30000 [11:03<34:13, 10.69it/s, Loss=0.0358824]
Training progress:  27%|██▋       | 8070/30000 [11:03<34:21, 10.64it/s, Loss=0.0358824]
Training progress:  27%|██▋       | 8070/30000 [11:04<34:21, 10.64it/s, Loss=0.0330783]
Training progress:  27%|██▋       | 8080/30000 [11:04<34:13, 10.67it/s, Loss=0.0330783]
Training progress:  27%|██▋       | 8080/30000 [11:05<34:13, 10.67it/s, Loss=0.0352300]
Training progress:  27%|██▋       | 8090/30000 [11:05<34:17, 10.65it/s, Loss=0.0352300]
Training progress:  27%|██▋       | 8090/30000 [11:06<34:17, 10.65it/s, Loss=0.0334483]
Training progress:  27%|██▋       | 8100/30000 [11:06<34:00, 10.73it/s, Loss=0.0334483]
Training progress:  27%|██▋       | 8100/30000 [11:07<34:00, 10.73it/s, Loss=0.0407075]
Training progress:  27%|██▋       | 8110/30000 [11:07<34:33, 10.56it/s, Loss=0.0407075]
Training progress:  27%|██▋       | 8110/30000 [11:08<34:33, 10.56it/s, Loss=0.0381127]
Training progress:  27%|██▋       | 8120/30000 [11:08<34:31, 10.56it/s, Loss=0.0381127]
Training progress:  27%|██▋       | 8120/30000 [11:09<34:31, 10.56it/s, Loss=0.0477946]
Training progress:  27%|██▋       | 8130/30000 [11:09<34:33, 10.55it/s, Loss=0.0477946]
Training progress:  27%|██▋       | 8130/30000 [11:09<34:33, 10.55it/s, Loss=0.0497050]
Training progress:  27%|██▋       | 8140/30000 [11:09<34:18, 10.62it/s, Loss=0.0497050]
Training progress:  27%|██▋       | 8140/30000 [11:10<34:18, 10.62it/s, Loss=0.0354715]
Training progress:  27%|██▋       | 8150/30000 [11:10<34:17, 10.62it/s, Loss=0.0354715]
Training progress:  27%|██▋       | 8150/30000 [11:11<34:17, 10.62it/s, Loss=0.0366699]
Training progress:  27%|██▋       | 8160/30000 [11:11<34:10, 10.65it/s, Loss=0.0366699]
Training progress:  27%|██▋       | 8160/30000 [11:12<34:10, 10.65it/s, Loss=0.0300047]
Training progress:  27%|██▋       | 8170/30000 [11:12<34:08, 10.65it/s, Loss=0.0300047]
Training progress:  27%|██▋       | 8170/30000 [11:13<34:08, 10.65it/s, Loss=0.0370863]
Training progress:  27%|██▋       | 8180/30000 [11:13<34:09, 10.65it/s, Loss=0.0370863]
Training progress:  27%|██▋       | 8180/30000 [11:14<34:09, 10.65it/s, Loss=0.0342375]
Training progress:  27%|██▋       | 8190/30000 [11:14<34:20, 10.59it/s, Loss=0.0342375]
Training progress:  27%|██▋       | 8190/30000 [11:15<34:20, 10.59it/s, Loss=0.0418301]
Training progress:  27%|██▋       | 8200/30000 [11:15<33:56, 10.70it/s, Loss=0.0418301]
Training progress:  27%|██▋       | 8200/30000 [11:16<33:56, 10.70it/s, Loss=0.0318273]
Training progress:  27%|██▋       | 8210/30000 [11:16<34:19, 10.58it/s, Loss=0.0318273]
Training progress:  27%|██▋       | 8210/30000 [11:17<34:19, 10.58it/s, Loss=0.0377091]
Training progress:  27%|██▋       | 8220/30000 [11:17<34:34, 10.50it/s, Loss=0.0377091]
Training progress:  27%|██▋       | 8220/30000 [11:18<34:34, 10.50it/s, Loss=0.0454169]
Training progress:  27%|██▋       | 8230/30000 [11:18<34:23, 10.55it/s, Loss=0.0454169]
Training progress:  27%|██▋       | 8230/30000 [11:19<34:23, 10.55it/s, Loss=0.0401339]
Training progress:  27%|██▋       | 8240/30000 [11:19<34:24, 10.54it/s, Loss=0.0401339]
Training progress:  27%|██▋       | 8240/30000 [11:20<34:24, 10.54it/s, Loss=0.0395934]
Training progress:  28%|██▊       | 8250/30000 [11:20<34:19, 10.56it/s, Loss=0.0395934]
Training progress:  28%|██▊       | 8250/30000 [11:21<34:19, 10.56it/s, Loss=0.0318797]
Training progress:  28%|██▊       | 8260/30000 [11:21<34:16, 10.57it/s, Loss=0.0318797]
Training progress:  28%|██▊       | 8260/30000 [11:22<34:16, 10.57it/s, Loss=0.0436989]
Training progress:  28%|██▊       | 8270/30000 [11:22<34:11, 10.59it/s, Loss=0.0436989]
Training progress:  28%|██▊       | 8270/30000 [11:23<34:11, 10.59it/s, Loss=0.0440467]
Training progress:  28%|██▊       | 8280/30000 [11:23<33:54, 10.68it/s, Loss=0.0440467]
Training progress:  28%|██▊       | 8280/30000 [11:24<33:54, 10.68it/s, Loss=0.0341063]
Training progress:  28%|██▊       | 8290/30000 [11:24<34:10, 10.59it/s, Loss=0.0341063]
Training progress:  28%|██▊       | 8290/30000 [11:25<34:10, 10.59it/s, Loss=0.0452501]
Training progress:  28%|██▊       | 8300/30000 [11:25<34:08, 10.59it/s, Loss=0.0452501]
Training progress:  28%|██▊       | 8300/30000 [11:26<34:08, 10.59it/s, Loss=0.0302532]
Training progress:  28%|██▊       | 8310/30000 [11:26<34:29, 10.48it/s, Loss=0.0302532]
Training progress:  28%|██▊       | 8310/30000 [11:26<34:29, 10.48it/s, Loss=0.0387774]
Training progress:  28%|██▊       | 8320/30000 [11:26<34:36, 10.44it/s, Loss=0.0387774]
